company,ticker,date,price,index_price,price_indexed
Alphabet,GOOG,2006-10-25,243.06,285.2,85.22440392706872
Alphabet,GOOG,2006-10-24,236.42,285.2,82.89621318373072
Alphabet,GOOG,2006-10-23,240.15,285.2,84.20406732117812
Alphabet,GOOG,2006-10-20,229.61,285.2,80.50841514726508
Alphabet,GOOG,2006-10-19,212.82,285.2,74.62131837307153
Alphabet,GOOG,2006-10-18,209.44,285.2,73.43618513323983
Alphabet,GOOG,2006-10-17,210.11,285.2,73.6711079943899
Alphabet,GOOG,2006-10-16,210.66,285.2,73.86395511921458
Alphabet,GOOG,2006-10-13,213.44,285.2,74.83870967741936
Alphabet,GOOG,2006-10-12,213.51,285.2,74.86325385694249
Alphabet,GOOG,2006-10-11,213.04,285.2,74.6984572230014
Alphabet,GOOG,2006-10-10,213.11,285.2,74.72300140252455
Alphabet,GOOG,2006-10-09,214.29,285.2,75.13674614305751
Alphabet,GOOG,2006-10-06,210.04,285.2,73.64656381486677
Alphabet,GOOG,2006-10-05,205.7,285.2,72.12482468443197
Alphabet,GOOG,2006-10-04,207.64,285.2,72.80504908835904
Alphabet,GOOG,2006-10-03,201.82,285.2,70.76437587657784
Alphabet,GOOG,2006-10-02,200.52,285.2,70.3085553997195
Alphabet,GOOG,2006-09-29,200.75,285.2,70.38920056100983
Alphabet,GOOG,2006-09-28,201.59,285.2,70.68373071528752
Alphabet,GOOG,2006-09-27,201.26,285.2,70.56802244039271
Alphabet,GOOG,2006-09-26,203.23,285.2,71.25876577840113
Alphabet,GOOG,2006-09-25,201.79,285.2,70.7538569424965
Alphabet,GOOG,2006-09-22,201.69,285.2,70.71879382889202
Alphabet,GOOG,2006-09-21,203.22,285.2,71.25525946704067
Alphabet,GOOG,2006-09-20,198.3,285.2,69.53015427769986
Alphabet,GOOG,2006-09-19,201.7,285.2,70.72230014025246
Alphabet,GOOG,2006-09-18,207.14,285.2,72.6297335203366
Alphabet,GOOG,2006-09-15,204.74,285.2,71.78821879382889
Alphabet,GOOG,2006-09-14,201.79,285.2,70.7538569424965
Alphabet,GOOG,2006-09-13,203.08,285.2,71.2061711079944
Alphabet,GOOG,2006-09-12,195.75,285.2,68.63604488078542
Alphabet,GOOG,2006-09-11,191.85,285.2,67.26858345021039
Alphabet,GOOG,2006-09-08,188.74,285.2,66.1781206171108
Alphabet,GOOG,2006-09-07,189.06,285.2,66.29032258064517
Alphabet,GOOG,2006-09-06,189.88,285.2,66.57784011220197
Alphabet,GOOG,2006-09-05,191.99,285.2,67.31767180925667
Alphabet,GOOG,2006-09-01,189.11,285.2,66.307854137447407
Alphabet,GOOG,2006-08-31,189.08,285.2,66.29733520336607
Alphabet,GOOG,2006-08-30,190.18,285.2,66.68302945301544
Alphabet,GOOG,2006-08-29,189.29,285.2,66.37096774193549
Alphabet,GOOG,2006-08-28,190.28,285.2,66.71809256661993
Alphabet,GOOG,2006-08-25,186.44,285.2,65.37166900420758
Alphabet,GOOG,2006-08-24,186.68,285.2,65.45582047685835
Alphabet,GOOG,2006-08-23,186.53,285.2,65.40322580645162
Alphabet,GOOG,2006-08-22,188.96,285.2,66.25525946704069
Alphabet,GOOG,2006-08-21,188.46,285.2,66.07994389901823
Alphabet,GOOG,2006-08-18,191.49,285.2,67.14235624123422
Alphabet,GOOG,2006-08-17,192.71,285.2,67.57012622720899
Alphabet,GOOG,2006-08-16,193.67,285.2,67.90673211781207
Alphabet,GOOG,2006-08-15,190.29,285.2,66.72159887798036
Alphabet,GOOG,2006-08-14,184.53,285.2,64.70196353436185
Alphabet,GOOG,2006-08-11,184.07,285.2,64.54067321178121
Alphabet,GOOG,2006-08-10,186.91,285.2,65.53646563814867
Alphabet,GOOG,2006-08-09,188.28,285.2,66.01683029453017
Alphabet,GOOG,2006-08-08,190.31,285.2,66.72861150070126
Alphabet,GOOG,2006-08-07,188.79,285.2,66.19565217391305
Alphabet,GOOG,2006-08-04,186.74,285.2,65.47685834502104
Alphabet,GOOG,2006-08-03,187.51,285.2,65.7468443197756
Alphabet,GOOG,2006-08-02,183.43,285.2,64.31626928471249
Alphabet,GOOG,2006-08-01,187.57,285.2,65.76788218793828
Alphabet,GOOG,2006-07-31,193.11,285.2,67.71037868162693
Alphabet,GOOG,2006-07-28,193.87,285.2,67.97685834502104
Alphabet,GOOG,2006-07-27,191.01,285.2,66.97405329593268
Alphabet,GOOG,2006-07-26,192.56,285.2,67.51753155680224
Alphabet,GOOG,2006-07-25,194.49,285.2,68.19424964936887
Alphabet,GOOG,2006-07-24,195.25,285.2,68.46072931276298
Alphabet,GOOG,2006-07-21,194.86,285.2,68.32398316970549
Alphabet,GOOG,2006-07-20,193.37,285.2,67.8015427769986
Alphabet,GOOG,2006-07-19,199.3,285.2,69.88078541374475
Alphabet,GOOG,2006-07-18,201.32,285.2,70.58906030855539
Alphabet,GOOG,2006-07-17,203.74,285.2,71.43758765778402
Alphabet,GOOG,2006-07-14,201.55,285.2,70.66970546984574
Alphabet,GOOG,2006-07-13,204.21,285.2,71.6023842917251
Alphabet,GOOG,2006-07-12,208.42,285.2,73.07854137447404
Alphabet,GOOG,2006-07-11,212.07,285.2,74.35834502103786
Alphabet,GOOG,2006-07-10,208.89,285.2,73.24333800841515
Alphabet,GOOG,2006-07-07,210.01,285.2,73.6360448807854
Alphabet,GOOG,2006-07-06,211.38,285.2,74.1164095371669
Alphabet,GOOG,2006-07-05,210.52,285.2,73.81486676016831
Alphabet,GOOG,2006-07-03,211.39,285.2,74.11991584852736
Alphabet,GOOG,2006-06-30,209.46,285.2,73.44319775596074
Alphabet,GOOG,2006-06-29,208.7,285.2,73.17671809256662
Alphabet,GOOG,2006-06-28,202.85,285.2,71.12552594670407
Alphabet,GOOG,2006-06-27,200.96,285.2,70.46283309957924
Alphabet,GOOG,2006-06-26,201.91,285.2,70.79593267882188
Alphabet,GOOG,2006-06-23,202.23,285.2,70.90813464235623
Alphabet,GOOG,2006-06-22,199.78,285.2,70.04908835904628
Alphabet,GOOG,2006-06-21,200.86,285.2,70.42776998597476
Alphabet,GOOG,2006-06-20,193.39,285.2,67.8085553997195
Alphabet,GOOG,2006-06-19,193.88,285.2,67.98036465638148
Alphabet,GOOG,2006-06-16,195.15,285.2,68.42566619915848
Alphabet,GOOG,2006-06-15,195.3,285.2,68.47826086956522
Alphabet,GOOG,2006-06-14,192,285.2,67.3211781206171
Alphabet,GOOG,2006-06-13,193.07,285.2,67.69635343618513
Alphabet,GOOG,2006-06-12,190.58,285.2,66.82328190743338
Alphabet,GOOG,2006-06-09,193.09,285.2,67.70336605890603
Alphabet,GOOG,2006-06-08,196.45,285.2,68.88148667601683
Alphabet,GOOG,2006-06-07,193.06,285.2,67.69284712482468
Alphabet,GOOG,2006-06-06,194.8,285.2,68.30294530154278
Apple,AAPL,2017-06-02,155.45,80.14,193.97304716745694
Apple,AAPL,2017-06-01,153.18,80.14,191.14050411779385
Apple,AAPL,2017-05-31,152.76,80.14,190.6164212627901
Apple,AAPL,2017-05-30,153.67,80.14,191.7519341152982
Apple,AAPL,2017-05-26,153.61,80.14,191.677065136012
Apple,AAPL,2017-05-25,153.87,80.14,192.00149737958574
Apple,AAPL,2017-05-24,153.34,80.14,191.34015472922385
Apple,AAPL,2017-05-23,153.8,80.14,191.91415023708512
Apple,AAPL,2017-05-22,153.99,80.14,192.15123533815824
Apple,AAPL,2017-05-19,153.06,80.14,190.99076615922138
Apple,AAPL,2017-05-18,152.54,80.14,190.34190167207385
Apple,AAPL,2017-05-17,150.25,80.14,187.48440229598202
Apple,AAPL,2017-05-16,155.47,80.14,193.9980034938857
Apple,AAPL,2017-05-15,155.7,80.14,194.28500124781633
Apple,AAPL,2017-05-12,156.1,80.14,194.7841277763913
Apple,AAPL,2017-05-11,153.95,80.14,192.10132268530072
Apple,AAPL,2017-05-10,153.26,80.14,191.24032942350883
Apple,AAPL,2017-05-09,153.99,80.14,192.15123533815824
Apple,AAPL,2017-05-08,153.01,80.14,190.92837534314947
Apple,AAPL,2017-05-05,148.96,80.14,185.87471924132768
Apple,AAPL,2017-05-04,146.53,80.14,182.8425255802346
Apple,AAPL,2017-05-03,147.06,80.14,183.50386823059645
Apple,AAPL,2017-05-02,147.51,80.14,184.0653855752433
Apple,AAPL,2017-05-01,146.58,80.14,182.90491639630648
Apple,AAPL,2017-04-28,143.65,80.14,179.24881457449465
Apple,AAPL,2017-04-27,143.79,80.14,179.42350885949588
Apple,AAPL,2017-04-26,143.68,80.14,179.28624906413776
Apple,AAPL,2017-04-25,144.53,80.14,180.34689293735963
Apple,AAPL,2017-04-24,143.64,80.14,179.23633641128026
Apple,AAPL,2017-04-21,142.27,80.14,177.52682805091092
Apple,AAPL,2017-04-20,142.44,80.14,177.73895682555528
Apple,AAPL,2017-04-19,140.68,80.14,175.5428000998253
Apple,AAPL,2017-04-18,141.2,80.14,176.19166458697276
Apple,AAPL,2017-04-17,141.83,80.14,176.97778886947845
Apple,AAPL,2017-04-13,141.05,80.14,176.0044921387572
Apple,AAPL,2017-04-12,141.8,80.14,176.9403543798353
Apple,AAPL,2017-04-11,141.63,80.14,176.72822560519091
Apple,AAPL,2017-04-10,143.17,80.14,178.6498627402046
Apple,AAPL,2017-04-07,143.34,80.14,178.86199151484902
Apple,AAPL,2017-04-06,143.66,80.14,179.261292737709
Apple,AAPL,2017-04-05,144.02,80.14,179.7105066134265
Apple,AAPL,2017-04-04,144.77,80.14,180.64636885450463
Apple,AAPL,2017-04-03,143.7,80.14,179.3112053905665
Apple,AAPL,2017-03-31,143.66,80.14,179.261292737709
Apple,AAPL,2017-03-30,143.93,80.14,179.59820314449715
Apple,AAPL,2017-03-29,144.12,80.14,179.83528824557024
Apple,AAPL,2017-03-28,143.8,80.14,179.43598702271026
Apple,AAPL,2017-03-27,140.88,80.14,175.7923633641128
Apple,AAPL,2017-03-24,140.64,80.14,175.49288744696779
Apple,AAPL,2017-03-23,140.92,80.14,175.8422760169703
Apple,AAPL,2017-03-22,141.42,80.14,176.46618417768903
Apple,AAPL,2017-03-21,139.84,80.14,174.49463438981783
Apple,AAPL,2017-03-20,141.46,80.14,176.51609683054653
Apple,AAPL,2017-03-17,139.99,80.14,174.68180683803345
Apple,AAPL,2017-03-16,140.69,80.14,175.55527826303967
Apple,AAPL,2017-03-15,140.46,80.14,175.26828050910908
Apple,AAPL,2017-03-14,138.99,80.14,173.43399051659597
Apple,AAPL,2017-03-13,139.2,80.14,173.69603194409783
Apple,AAPL,2017-03-10,139.14,80.14,173.62116296481156
Apple,AAPL,2017-03-09,138.68,80.14,173.04716745695035
Apple,AAPL,2017-03-08,139,80.14,173.44646867981032
Apple,AAPL,2017-03-07,139.52,80.14,174.09533316695786
Apple,AAPL,2017-03-06,139.34,80.14,173.87072622909906
Apple,AAPL,2017-03-03,139.78,80.14,174.41976541053157
Apple,AAPL,2017-03-02,138.96,80.14,173.39655602695282
Apple,AAPL,2017-03-01,139.79,80.14,174.43224357374595
Apple,AAPL,2017-02-28,136.99,80.14,170.938357873721
Apple,AAPL,2017-02-27,136.93,80.14,170.86348889443474
Apple,AAPL,2017-02-24,136.66,80.14,170.52657848764662
Apple,AAPL,2017-02-23,136.53,80.14,170.36436236585973
Apple,AAPL,2017-02-22,137.11,80.14,171.0880958322935
Apple,AAPL,2017-02-21,136.7,80.14,170.57649114050412
Apple,AAPL,2017-02-17,135.72,80.14,169.35363114549537
Apple,AAPL,2017-02-16,135.34,80.14,168.87946094334913
Apple,AAPL,2017-02-15,135.51,80.14,169.0915897179935
Apple,AAPL,2017-02-14,135.02,80.14,168.48015972048916
Apple,AAPL,2017-02-13,133.29,80.14,166.32143748440228
Apple,AAPL,2017-02-10,132.12,80.14,164.86149238832044
Apple,AAPL,2017-02-09,132.42,80.14,165.23583728475165
Apple,AAPL,2017-02-08,132.04,80.14,164.7616670826054
Apple,AAPL,2017-02-07,131.53,80.14,164.12528075867232
Apple,AAPL,2017-02-06,130.29,80.14,162.57798852008983
Apple,AAPL,2017-02-03,129.08,80.14,161.0681307711505
Apple,AAPL,2017-02-02,128.53,80.14,160.38183179435987
Apple,AAPL,2017-02-01,128.75,80.14,160.65635138507614
Apple,AAPL,2017-01-31,121.35,80.14,151.42251060643872
Apple,AAPL,2017-01-30,121.63,80.14,151.77189917644122
Apple,AAPL,2017-01-27,121.95,80.14,152.17120039930123
Apple,AAPL,2017-01-26,121.94,80.14,152.15872223608685
Apple,AAPL,2017-01-25,121.88,80.14,152.08385325680058
Apple,AAPL,2017-01-24,119.97,80.14,149.700524082855
Apple,AAPL,2017-01-23,120.08,80.14,149.83778387821312
Apple,AAPL,2017-01-20,120,80.14,149.73795857249812
Apple,AAPL,2017-01-19,119.78,80.14,149.4634389817819
Apple,AAPL,2017-01-18,119.99,80.14,149.72548040928376
Apple,AAPL,2017-01-17,120,80.14,149.73795857249812
Apple,AAPL,2017-01-13,119.04,80.14,148.54005490391816
Apple,AAPL,2017-01-12,119.25,80.14,148.80209633142002
Apple,AAPL,2017-01-11,119.75,80.14,149.42600449213876
Apple,AAPL,2017-01-10,119.11,80.14,148.62740204641875
Apple,AAPL,2017-01-09,118.99,80.14,148.47766408784625
Apple,AAPL,2017-01-06,117.91,80.14,147.13002246069377
Apple,AAPL,2017-01-05,116.61,80.14,145.50786124282507
Apple,AAPL,2017-01-04,116.02,80.14,144.77164961317695
Apple,AAPL,2017-01-03,116.15,80.14,144.93386573496383
Apple,AAPL,2016-12-30,115.82,80.14,144.52208634888945
Apple,AAPL,2016-12-29,116.73,80.14,145.65759920139755
Apple,AAPL,2016-12-28,116.76,80.14,145.6950336910407
Apple,AAPL,2016-12-27,117.26,80.14,146.31894185175943
Apple,AAPL,2016-12-23,116.52,80.14,145.3955577738957
Apple,AAPL,2016-12-22,116.29,80.14,145.10856001996507
Apple,AAPL,2016-12-21,117.06,80.14,146.06937858747193
Apple,AAPL,2016-12-20,116.95,80.14,145.9321187921138
Apple,AAPL,2016-12-19,116.64,80.14,145.54529573246816
Apple,AAPL,2016-12-16,115.97,80.14,144.70925879710506
Apple,AAPL,2016-12-15,115.82,80.14,144.52208634888945
Apple,AAPL,2016-12-14,115.19,80.14,143.73596206638382
Apple,AAPL,2016-12-13,115.19,80.14,143.73596206638382
Apple,AAPL,2016-12-12,113.3,80.14,141.37758921886697
Apple,AAPL,2016-12-09,113.95,80.14,142.18866982780133
Apple,AAPL,2016-12-08,112.12,80.14,139.90516595957075
Apple,AAPL,2016-12-07,111.03,80.14,138.54504616920389
Apple,AAPL,2016-12-06,109.95,80.14,137.1974045420514
Apple,AAPL,2016-12-05,109.11,80.14,136.14923883204392
Apple,AAPL,2016-12-02,109.9,80.14,137.13501372597955
Apple,AAPL,2016-12-01,109.49,80.14,136.62340903419016
Apple,AAPL,2016-11-30,110.52,80.14,137.90865984527076
Apple,AAPL,2016-11-29,111.46,80.14,139.081607187422
Apple,AAPL,2016-11-28,111.57,80.14,139.21886698278013
Apple,AAPL,2016-11-25,111.79,80.14,139.4933865734964
Apple,AAPL,2016-11-23,111.23,80.14,138.7946094334914
Apple,AAPL,2016-11-22,111.8,80.14,139.50586473671075
Apple,AAPL,2016-11-21,111.73,80.14,139.41851759421013
Apple,AAPL,2016-11-18,110.06,80.14,137.33466433740952
Apple,AAPL,2016-11-17,109.95,80.14,137.1974045420514
Apple,AAPL,2016-11-16,109.99,80.14,137.2473171949089
Apple,AAPL,2016-11-15,107.11,80.14,133.65360618916895
Apple,AAPL,2016-11-14,105.71,80.14,131.90666333915647
Apple,AAPL,2016-11-11,108.43,80.14,135.30072373346644
Apple,AAPL,2016-11-10,107.79,80.14,134.50212128774646
Apple,AAPL,2016-11-09,110.88,80.14,138.35787372098827
Apple,AAPL,2016-11-08,111.06,80.14,138.58248065884703
Apple,AAPL,2016-11-07,110.41,80.14,137.77140004991264
Apple,AAPL,2016-11-04,108.84,80.14,135.8123284252558
Apple,AAPL,2016-11-03,109.83,80.14,137.0476665834789
Apple,AAPL,2016-11-02,111.59,80.14,139.2438233092089
Apple,AAPL,2016-11-01,111.49,80.14,139.11904167706513
Apple,AAPL,2016-10-31,113.54,80.14,141.677065136012
Apple,AAPL,2016-10-28,113.72,80.14,141.9016720738707
Apple,AAPL,2016-10-27,114.48,80.14,142.85001247816322
Apple,AAPL,2016-10-26,115.59,80.14,144.23508859495882
Apple,AAPL,2016-10-25,118.25,80.14,147.5542800099825
Apple,AAPL,2016-10-24,117.65,80.14,146.80559021712006
Apple,AAPL,2016-10-21,116.6,80.14,145.49538307961066
Apple,AAPL,2016-10-20,117.06,80.14,146.06937858747193
Apple,AAPL,2016-10-19,117.12,80.14,146.14424756675817
Apple,AAPL,2016-10-18,117.47,80.14,146.5809832792613
Apple,AAPL,2016-10-17,117.55,80.14,146.6808085849763
Apple,AAPL,2016-10-14,117.63,80.14,146.7806338906913
Apple,AAPL,2016-10-13,116.98,80.14,145.96955328175693
Apple,AAPL,2016-10-12,117.34,80.14,146.4187671574744
Apple,AAPL,2016-10-11,116.3,80.14,145.12103818317942
Apple,AAPL,2016-10-10,116.05,80.14,144.80908410282007
Apple,AAPL,2016-10-07,114.06,80.14,142.32592962315945
Apple,AAPL,2016-10-06,113.89,80.14,142.1138008485151
Apple,AAPL,2016-10-05,113.05,80.14,141.06563513850762
Apple,AAPL,2016-10-04,113,80.14,141.00324432243573
Apple,AAPL,2016-10-03,112.52,80.14,140.40429248814576
Apple,AAPL,2016-09-30,113.05,80.14,141.06563513850762
Apple,AAPL,2016-09-29,112.18,80.14,139.980034938857
Apple,AAPL,2016-09-28,113.95,80.14,142.18866982780133
Apple,AAPL,2016-09-27,113.09,80.14,141.11554779136512
Apple,AAPL,2016-09-26,112.88,80.14,140.85350636386323
Apple,AAPL,2016-09-23,112.71,80.14,140.64137758921888
Apple,AAPL,2016-09-22,114.62,80.14,143.0247067631645
Apple,AAPL,2016-09-21,113.55,80.14,141.68954329922633
Apple,AAPL,2016-09-20,113.57,80.14,141.7144996256551
Apple,AAPL,2016-09-19,113.58,80.14,141.72697778886948
Apple,AAPL,2016-09-16,114.92,80.14,143.3990516595957
Apple,AAPL,2016-09-15,115.57,80.14,144.21013226853006
Apple,AAPL,2016-09-14,111.77,80.14,139.46843024706763
Apple,AAPL,2016-09-13,107.95,80.14,134.70177189917644
Apple,AAPL,2016-09-12,105.44,80.14,131.56975293236835
Apple,AAPL,2016-09-09,103.13,80.14,128.68729722984776
Apple,AAPL,2016-09-08,105.52,80.14,131.66957823808335
Apple,AAPL,2016-09-07,108.36,80.14,135.21337659096582
Apple,AAPL,2016-09-06,107.7,80.14,134.38981781881708
Apple,AAPL,2016-09-02,107.73,80.14,134.4272523084602
Apple,AAPL,2016-09-01,106.73,80.14,133.1794359870227
Apple,AAPL,2016-08-31,106.1,80.14,132.3933117045171
Apple,AAPL,2016-08-30,106,80.14,132.26853007237332
Apple,AAPL,2016-08-29,106.82,80.14,133.29173945595207
Apple,AAPL,2016-08-26,106.94,80.14,133.44147741452457
Apple,AAPL,2016-08-25,107.57,80.14,134.2276016970302
Apple,AAPL,2016-08-24,108.03,80.14,134.80159720489144
Apple,AAPL,2016-08-23,108.85,80.14,135.82480658847015
Apple,AAPL,2016-08-22,108.51,80.14,135.40054903918144
Apple,AAPL,2016-08-19,109.36,80.14,136.46119291240328
Apple,AAPL,2016-08-18,109.08,80.14,136.1118043424008
Apple,AAPL,2016-08-17,109.22,80.14,136.28649862740204
Apple,AAPL,2016-08-16,109.38,80.14,136.48614923883204
Apple,AAPL,2016-08-15,109.48,80.14,136.6109308709758
Apple,AAPL,2016-08-12,108.18,80.14,134.98876965310706
Apple,AAPL,2016-08-11,107.93,80.14,134.6768155727477
Apple,AAPL,2016-08-10,108,80.14,134.76416271524832
Apple,AAPL,2016-08-09,108.81,80.14,135.77489393561268
Apple,AAPL,2016-08-08,108.37,80.14,135.22585475418018
Apple,AAPL,2016-08-05,107.48,80.14,134.1152982281008
Apple,AAPL,2016-08-04,105.87,80.14,132.10631395058647
Apple,AAPL,2016-08-03,105.79,80.14,132.00648864487147
Apple,AAPL,2016-08-02,104.48,80.14,130.37184926378836
Apple,AAPL,2016-08-01,106.05,80.14,132.33092088844523
Apple,AAPL,2016-07-29,104.21,80.14,130.03493885700024
Apple,AAPL,2016-07-28,104.34,80.14,130.19715497878713
Apple,AAPL,2016-07-27,102.95,80.14,128.46269029198902
Apple,AAPL,2016-07-26,96.67,80.14,120.62640379336162
Apple,AAPL,2016-07-25,97.34,80.14,121.46244072872474
Apple,AAPL,2016-07-22,98.66,80.14,123.10955827302222
Apple,AAPL,2016-07-21,99.43,80.14,124.07037684052908
Apple,AAPL,2016-07-20,99.96,80.14,124.73171949089092
Apple,AAPL,2016-07-19,99.87,80.14,124.61941602196158
Apple,AAPL,2016-07-18,99.83,80.14,124.56950336910407
Apple,AAPL,2016-07-15,98.78,80.14,123.2592962315947
Apple,AAPL,2016-07-14,98.79,80.14,123.2717743948091
Apple,AAPL,2016-07-13,96.87,80.14,120.87596705764912
Apple,AAPL,2016-07-12,97.42,80.14,121.56226603443973
Apple,AAPL,2016-07-11,96.98,80.14,121.01322685300724
Apple,AAPL,2016-07-08,96.68,80.14,120.638881956576
Apple,AAPL,2016-07-07,95.94,80.14,119.71549787871226
Apple,AAPL,2016-07-06,95.53,80.14,119.20389318692288
Apple,AAPL,2016-07-05,94.99,80.14,118.53007237334663
Apple,AAPL,2016-07-01,95.89,80.14,119.65310706264039
Apple,AAPL,2016-06-30,95.6,80.14,119.29124032942352
Apple,AAPL,2016-06-29,94.4,80.14,117.79386074369853
Apple,AAPL,2016-06-28,93.59,80.14,116.78312952333417
Apple,AAPL,2016-06-27,92.04,80.14,114.84901422510607
Apple,AAPL,2016-06-24,93.4,80.14,116.54604442226105
Apple,AAPL,2016-06-23,96.1,80.14,119.91514849014224
Apple,AAPL,2016-06-22,95.55,80.14,119.22884951335162
Apple,AAPL,2016-06-21,95.91,80.14,119.67806338906912
Apple,AAPL,2016-06-20,95.1,80.14,118.66733216870475
Apple,AAPL,2016-06-17,95.33,80.14,118.9543299226354
Apple,AAPL,2016-06-16,97.55,80.14,121.7244821562266
Apple,AAPL,2016-06-15,97.14,80.14,121.21287746443723
Apple,AAPL,2016-06-14,97.46,80.14,121.61217868729722
Apple,AAPL,2016-06-13,97.34,80.14,121.46244072872474
Apple,AAPL,2016-06-10,98.83,80.14,123.32168704766657
Apple,AAPL,2016-06-09,99.65,80.14,124.34489643124533
Apple,AAPL,2016-06-08,98.94,80.14,123.45894684302469
Apple,AAPL,2016-06-07,99.03,80.14,123.57125031195409
Apple,AAPL,2016-06-06,98.63,80.14,123.07212378337908
Apple,AAPL,2016-06-03,97.92,80.14,122.18617419515847
Apple,AAPL,2016-06-02,97.72,80.14,121.93661093087098
Apple,AAPL,2016-06-01,98.46,80.14,122.8599950087347
Apple,AAPL,2016-05-31,99.86,80.14,124.60693785874719
Apple,AAPL,2016-05-27,100.35,80.14,125.21836785625156
Apple,AAPL,2016-05-26,100.41,80.14,125.29323683553781
Apple,AAPL,2016-05-25,99.62,80.14,124.3074619416022
Apple,AAPL,2016-05-24,97.9,80.14,122.16121786872974
Apple,AAPL,2016-05-23,96.43,80.14,120.32692787621664
Apple,AAPL,2016-05-20,95.22,80.14,118.81707012727728
Apple,AAPL,2016-05-19,94.2,80.14,117.54429747941104
Apple,AAPL,2016-05-18,94.56,80.14,117.99351135512852
Apple,AAPL,2016-05-17,93.49,80.14,116.6583478911904
Apple,AAPL,2016-05-16,93.88,80.14,117.14499625655104
Apple,AAPL,2016-05-13,90.52,80.14,112.95233341652109
Apple,AAPL,2016-05-12,90.34,80.14,112.72772647866233
Apple,AAPL,2016-05-11,92.51,80.14,115.43548789618168
Apple,AAPL,2016-05-10,93.42,80.14,116.5710007486898
Apple,AAPL,2016-05-09,92.79,80.14,115.78487646618419
Apple,AAPL,2016-05-06,92.72,80.14,115.69752932368355
Apple,AAPL,2016-05-05,93.24,80.14,116.34639381083103
Apple,AAPL,2016-05-04,94.19,80.14,117.53181931619665
Apple,AAPL,2016-05-03,95.18,80.14,118.76715747441978
Apple,AAPL,2016-05-02,93.64,80.14,116.84552033940602
Apple,AAPL,2016-04-29,93.74,80.14,116.97030197154979
Apple,AAPL,2016-04-28,94.83,80.14,118.33042176191664
Apple,AAPL,2016-04-27,97.82,80.14,122.06139256301472
Apple,AAPL,2016-04-26,104.35,80.14,130.20963314200148
Apple,AAPL,2016-04-25,105.08,80.14,131.12053905665087
Apple,AAPL,2016-04-22,105.68,80.14,131.86922884951335
Apple,AAPL,2016-04-21,105.97,80.14,132.23109558273023
Apple,AAPL,2016-04-20,107.13,80.14,133.6785625155977
Apple,AAPL,2016-04-19,106.91,80.14,133.40404292488145
Apple,AAPL,2016-04-18,107.48,80.14,134.1152982281008
Apple,AAPL,2016-04-15,109.85,80.14,137.07262290990764
Apple,AAPL,2016-04-14,112.1,80.14,139.880209633142
Apple,AAPL,2016-04-13,112.04,80.14,139.80534065385578
Apple,AAPL,2016-04-12,110.44,80.14,137.80883453955576
Apple,AAPL,2016-04-11,109.02,80.14,136.03693536311454
Apple,AAPL,2016-04-08,108.66,80.14,135.58772148739703
Apple,AAPL,2016-04-07,108.54,80.14,135.43798352882456
Apple,AAPL,2016-04-06,110.96,80.14,138.45769902670327
Apple,AAPL,2016-04-05,109.81,80.14,137.02271025705016
Apple,AAPL,2016-04-04,111.12,80.14,138.65734963813327
Apple,AAPL,2016-04-01,109.99,80.14,137.2473171949089
Apple,AAPL,2016-03-31,108.99,80.14,135.99950087347142
Apple,AAPL,2016-03-30,109.56,80.14,136.7107561766908
Apple,AAPL,2016-03-29,107.68,80.14,134.36486149238834
Apple,AAPL,2016-03-28,105.19,80.14,131.257798852009
Apple,AAPL,2016-03-24,105.67,80.14,131.856750686299
Apple,AAPL,2016-03-23,106.13,80.14,132.4307461941602
Apple,AAPL,2016-03-22,106.72,80.14,133.16695782380833
Apple,AAPL,2016-03-21,105.91,80.14,132.15622660344397
Apple,AAPL,2016-03-18,105.92,80.14,132.16870476665835
Apple,AAPL,2016-03-17,105.8,80.14,132.01896680808585
Apple,AAPL,2016-03-16,105.97,80.14,132.23109558273023
Apple,AAPL,2016-03-15,104.58,80.14,130.4966308959321
Apple,AAPL,2016-03-14,102.52,80.14,127.9261292737709
Apple,AAPL,2016-03-11,102.26,80.14,127.60169703019717
Apple,AAPL,2016-03-10,101.17,80.14,126.24157723983029
Apple,AAPL,2016-03-09,101.12,80.14,126.17918642375842
Apple,AAPL,2016-03-08,101.03,80.14,126.06688295482904
Apple,AAPL,2016-03-07,101.87,80.14,127.11504866483654
Apple,AAPL,2016-03-04,103.01,80.14,128.53755927127528
Apple,AAPL,2016-03-03,101.5,80.14,126.65335662590466
Apple,AAPL,2016-03-02,100.75,80.14,125.71749438482655
Apple,AAPL,2016-03-01,100.53,80.14,125.44297479411031
Apple,AAPL,2016-02-29,96.69,80.14,120.65136011979037
Apple,AAPL,2016-02-26,96.91,80.14,120.9258797105066
Apple,AAPL,2016-02-25,96.76,80.14,120.73870726229099
Apple,AAPL,2016-02-24,96.1,80.14,119.91514849014224
Apple,AAPL,2016-02-23,94.69,80.14,118.15572747691539
Apple,AAPL,2016-02-22,96.88,80.14,120.88844522086349
Apple,AAPL,2016-02-19,96.04,80.14,119.840279510856
Apple,AAPL,2016-02-18,96.26,80.14,120.11479910157226
Apple,AAPL,2016-02-17,98.12,80.14,122.43573745944599
Apple,AAPL,2016-02-16,96.64,80.14,120.5889693037185
Apple,AAPL,2016-02-12,93.99,80.14,117.28225605190916
Apple,AAPL,2016-02-11,93.7,80.14,116.92038931869229
Apple,AAPL,2016-02-10,94.27,80.14,117.63164462191165
